# Direct seeding data for the sample database.
#
# Direct seeding logs from FarmData for Jan 1, 2020 to Jan 1, 2021.
# The fields are:
# 0  "id"
# 1  "plantdate"
# 2  "crop"
# 3  "fieldID"
# 4  "bedft"
# 5  "rowsBed"
# 6  "rowft"
# 7  "beds"
# 8  "hours"
# 9  "comments"
# 10 "gen"
# 11 "username"
# 12 "annual"
# 13 "lastHarvest"

"1482","2020-01-05","STRAWBERRY","M","900","2","1800","6.923076923076923","0.0166667","Chandler;Seed Code: N/A (No Variety) - 1.0 bed feet","1","steimanm","1","2020-12-31",
"1404","2020-02-04","CARROT","CHUAU-4","84","5","420","1.05","0.0166667","Seed Code: CT-20-2-OG (YAYA) - 84.0 bed feet","1","nelsonw","1","2020-12-31",
"1447","2020-03-06","RADISH","CHUAU-5","12","5","60","0.15789473684210525","0.0166667","Seed Code: RH-20-4-OG (SORA) - 12.0 bed feet","1","nelsonw","1","2020-12-31",
"1415","2020-03-10","ONION SPRING","CHUAU-1","10","1","10","0.10869565217391304","0.0166667","Seed Code: N/A (No Variety) - 10.0 bed feet","1","nelsonw","1","2020-12-31",
"1416","2020-03-10","GARLIC, GREEN","CHUAU-1","10","1","10","0.10869565217391304","0.0166667","Seed Code: N/A (No Variety) - 10.0 bed feet","1","nelsonw","1","2020-12-31",
"1410","2020-03-11","LETTUCE, MES MIX","CHUAU-2","88","5","440","1","0.0166667","Mix of lettuce varieties ;Seed Code: LX-20-1-UT (SULU) - 88.0 bed feet","1","nelsonw","1","2020-12-31",
"1411","2020-03-11","LETTUCE, MES MIX","CHUAU-2","88","5","440","1","0.0166667","Mix of lettuce varieties ;Seed Code: LX-20-1-UT (SULU) - 88.0 bed feet","1","nelsonw","1","2020-12-31",
"1412","2020-03-12","BEET","CHUAU-3","45","5","225","0.5357142857142857","0.0166667","Seed Code: BT-20-2-OG (EARLY WONDER) - 45.0 bed feet","1","nelsonw","1","2020-12-31",
"1413","2020-03-12","HERB - CILANTRO","CHUAU-3","15","5","75","0.17857142857142858","0.0166667","Seed Code: HO-16-1-OG (DCF CILANTRO) - 15.0 bed feet","1","nelsonw","1","2020-12-31",
"1414","2020-03-12","HERB - DILL","CHUAU-3","15","5","75","0.17857142857142858","0.0166667","Seed Code: HL-19-1-OG (BOUQUET) - 15.0 bed feet","1","nelsonw","1","2020-12-31",
"1417","2020-03-17","ONION SPRING","CHUAU-3","8","1","8","0.09523809523809523","0.0166667","Seed Code: N/A (No Variety) - 8.0 bed feet","1","nelsonw","1","2020-12-31",
"1418","2020-03-17","GARLIC, GREEN","CHUAU-1","10","1","10","0.10869565217391304","0.0166667","Seed Code: N/A (No Variety) - 10.0 bed feet","1","nelsonw","1","2020-12-31",
"1419","2020-03-19","SPINACH","ORION-5","88","5","440","1","0.0166667","Seed Code: SH-19-3-UT (SPACE) - 88.0 bed feet","1","nelsonw","1","2020-12-31",
"1420","2020-03-19","LETTUCE, MES MIX","ORION-4","60","5","300","0.6818181818181818","0.0166667","Custom mix;Seed Code: LX-18-2-OG (RED SALAD BOWL) - 60.0 bed feet","1","nelsonw","1","2020-12-31",
"1421","2020-03-19","TURNIP","ORION-4","30","5","150","0.3409090909090909","0.0166667","Seed Code: TP-19-1-UT (HAKUREI) - 30.0 bed feet","1","nelsonw","1","2020-12-31",
"1422","2020-03-24","ARUGULA","GHANA-4","46","4","184","0.4791666666666667","0.0166667","Seed Code: AA-20-1-OG (ARUGULA) - 46.0 bed feet","1","nelsonw","1","2020-12-31",
"1423","2020-03-24","KALE","GHANA-4","46","1","46","0.4791666666666667","0.0166667","RR kale;Seed Code: N/A (No Variety) - 46.0 bed feet","1","nelsonw","1","2020-12-31",
"1424","2020-03-24","BOKCHOY","GHANA-4","46","1","46","0.4791666666666667","0.0166667","Seed Code: BY-20-2-OG (TATSOI) - 46.0 bed feet","1","nelsonw","1","2020-12-31",
"1425","2020-03-24","BOKCHOY","GHANA-4","46","1","46","0.4791666666666667","0.0166667","Seed Code: BY-20-3-OG (MIZUNA) - 46.0 bed feet","1","nelsonw","1","2020-12-31",
"1426","2020-03-24","BOKCHOY","GHANA-4","46","1","46","0.4791666666666667","0.0166667","Seed Code: BY-20-4-OG (MUSTARD) - 46.0 bed feet","1","nelsonw","1","2020-12-31",
"1443","2020-03-24","GREENS, MES MIX","GHANA-4","44","4","176","0.4583333333333333","0.0166667","Seed Code: GX-16-6-OG (MIZUNA) - 44.0 bed feet","1","nelsonw","1","2020-12-31",
"1427","2020-04-01","ARUGULA","GHANA-1","30","4","120","0.3125","0.0166667","Seed Code: AA-20-1-OG (ARUGULA) - 30.0 bed feet","1","nelsonw","1","2020-12-31",
"1428","2020-04-01","SPINACH","JASMINE-5","88","5","440","1","0.0166667","Seed Code: SH-19-3-UT (SPACE) - 88.0 bed feet","1","nelsonw","1","2020-12-31",
"1429","2020-04-01","LETTUCE, MES MIX","JASMINE-4","60","5","300","0.6818181818181818","0.0166667","custom mix;Seed Code: LX-20-1-UT (SULU) - 60.0 bed feet","1","nelsonw","1","2020-12-31",
"1430","2020-04-01","RADISH","JASMINE-4","22","5","110","0.25","0.0166667","Seed Code: RH-20-4-OG (SORA) - 11.0 bed feet;Seed Code: RH-20-3-UT (FRENCH BREAKFAST) - 11.0 bed feet","1","nelsonw","1","2020-12-31",
"1431","2020-04-06","HERB - CILANTRO","JASMINE-1","15","4","60","0.15625","0.0166667","Seed Code: HO-16-1-OG (DCF CILANTRO) - 15.0 bed feet","1","nelsonw","1","2020-12-31",
"1432","2020-04-06","HERB - DILL","JASMINE-1","15","4","60","0.15625","0.0166667","Seed Code: HL-19-1-OG (BOUQUET) - 15.0 bed feet","1","nelsonw","1","2020-12-31",
"1433","2020-04-06","TURNIP","CHUAU-1","25","4","100","0.2717391304347826","0.0166667","Seed Code: TP-20-1-UT (HAKUREI) - 25.0 bed feet","1","nelsonw","1","2020-12-31",
"1434","2020-04-06","CARROT","N","270","3","810","1.7419354838709677","0.0166667","Seed Code: CT-20-2-OG (YAYA) - 270.0 bed feet","1","nelsonw","1","2020-12-31",
"1435","2020-04-06","BEET","N","80","3","240","0.5161290322580645","0.0166667","Seed Code: BT-19-3-OG (EARLY WONDER) - 80.0 bed feet","1","nelsonw","1","2020-12-31",
"1436","2020-04-06","PEA, SNAP","N","320","1","320","2.064516129032258","0.0166667","Seed Code: PP-18-1-UT (SUPER SUGAR SNAP) - 320.0 bed feet","1","nelsonw","1","2020-12-31",
"1459","2020-04-07","GREENS, MES MIX","CHUAU-5","44","5","220","0.5789473684210527","0.0166667","Seed Code: GX-16-2-OG (RED RUSSIAN ) - 44.0 bed feet","1","nelsonw","1","2020-12-31",
"1437","2020-04-16","RADISH","JASMINE-2","22","5","110","0.25","0.0166667","Seed Code: RH-20-4-OG (SORA) - 10.0 bed feet;Seed Code: RH-20-3-UT (FRENCH BREAKFAST) - 12.0 bed feet","1","nelsonw","1","2020-12-31",
"1438","2020-04-20","SPINACH","K","150","3","450","0.528169014084507","0.0166667","Seed Code: SH-20-3-UT (SPACE) - 150.0 bed feet","1","nelsonw","1","2020-12-31",
"1439","2020-04-20","LETTUCE, MES MIX","K","125","3","375","0.44014084507042256","0.0166667","Custom mix;Seed Code: LX-20-1-UT (SULU) - 125.0 bed feet","1","nelsonw","1","2020-12-31",
"1440","2020-04-20","BEET","K","100","3","300","0.352112676056338","0.0166667","Seed Code: BT-20-2-OG (EARLY WONDER) - 100.0 bed feet","1","nelsonw","1","2020-12-31",
"1441","2020-04-20","PEA, SNAP","K","315","1","315","1.1091549295774648","0.0166667","Seed Code: PP-18-1-UT (SUPER SUGAR SNAP) - 315.0 bed feet","1","nelsonw","1","2020-12-31",
"1442","2020-04-20","CARROT","K","270","3","810","0.9507042253521126","0.0166667","Seed Code: CT-20-2-OG (YAYA) - 270.0 bed feet","1","nelsonw","1","2020-12-31",
"1444","2020-05-04","POTATO","ALF 4","3600","1","3600","10.285714285714286","0.0333333","adirondak red 1895;kennebec 1435;purple majesty 270;varieties start W to E;;sunny, 20 mph wind;Seed Code: N/A (No Variety) - 3600.0 bed feet","1","ryanv","1","2020-12-31",
"1445","2020-05-04","POTATO","ALF 2","1790","1","1790","5.114285714285714","0.0166667","purple majesty 1460;
yukon gold 330;
;
sunny, 20 mph wind;Seed Code: N/A (No Variety) - 1790.0 bed feet","1","ryanv","1","2020-12-31",
"1446","2020-05-04","POTATO","ALF 1","720","1","720","2.057142857142857","0.0166667","yukon gold;Seed Code: N/A (No Variety) - 720.0 bed feet","1","ryanv","1","2020-12-31",
"1448","2020-05-05","LETTUCE, MES MIX","K","130","3","390","0.45774647887323944","0.0166667","Seed Code: LX-20-1-UT (SULU) - 130.0 bed feet","1","nelsonw","1","2020-12-31",
"1449","2020-05-05","SPINACH","K","130","3","390","0.45774647887323944","0.0166667","Seed Code: SH-20-3-UT (SPACE) - 130.0 bed feet","1","nelsonw","1","2020-12-31",
"1450","2020-05-05","BEET","K","100","3","300","0.352112676056338","0.0166667","Seed Code: BT-20-1-OG (DETROIT DARK RED) - 100.0 bed feet","1","nelsonw","1","2020-12-31",
"1451","2020-05-05","TURNIP","K","40","3","120","0.14084507042253522","0.0166667","Seed Code: TP-20-1-UT (HAKUREI) - 40.0 bed feet","1","nelsonw","1","2020-12-31",
"1452","2020-05-05","RADISH","K","30","3","90","0.1056338028169014","0.0166667","Seed Code: RH-20-4-OG (SORA) - 15.0 bed feet;Seed Code: RH-20-3-UT (FRENCH BREAKFAST) - 15.0 bed feet","1","nelsonw","1","2020-12-31",
